category,term,definition,context
Section36,account for,説明する・占める,"Exports account for thirty percent of the total revenue."
Section36,make sure,確認する・確かめる,"Make sure you save the file before closing the application."
Section36,come into effect,施行される・発効する,"The new law will come into effect next April."
Section36,turn out,結局…になる・判明する,"The project turned out to be more profitable than expected."
Section36,stand out,目立つ・際立つ,"Her creative presentation stood out among all the others."
Section37,what is called,いわゆる（= so-called）,"He has what is called a photographic memory."
Section37,contrary to,…に反して,"Contrary to popular belief, the company is doing well."
Section37,regardless of,…に関係なく（= irrespective of）,"The policy applies to everyone regardless of their position."
Section37,provided that,…という条件で（= if）,"You may leave early provided that you finish your work."
Section37,as far as,…する限り・…の範囲では,"As far as I know, no decision has been made yet."
Section37,in addition to,…に加えて（= besides）,"In addition to English, she speaks French and German."
Section37,apart from,…を除いて・…に加えて,"Apart from a few minor issues, the event went smoothly."
Section37,owing to,…のために（= because of）,"The delay was owing to a technical malfunction."
Section37,with regard to,…に関して（= regarding）,"With regard to your inquiry, please see the attached file."
Section37,by virtue of,…のおかげで・…の力で,"She earned the promotion by virtue of her dedication."
Section37,as opposed to,…とは対照的に・…ではなく,"We chose quality as opposed to quantity."
Section37,in favor of,…に賛成して・…のために,"The board voted in favor of the new proposal."
Section37,irrespective of,…にかかわらず（= regardless of）,"All applicants will be considered irrespective of age."
Section37,in light of,…を考慮して・…に照らして,"In light of recent events, we need to revise the plan."
Section37,on the grounds that,…という理由で,"The application was rejected on the grounds that it was incomplete."
Section37,in the event of,…の場合には,"In the event of an emergency, please use the stairs."
Section37,for fear of,…を恐れて,"She whispered for fear of waking the baby."
Section37,in place of,…の代わりに（= instead of）,"They used a digital signature in place of a handwritten one."
Section37,in proportion to,…に比例して,"The bonus is calculated in proportion to sales performance."
Section37,at the cost of,…を犠牲にして,"He achieved success at the cost of his personal life."
Section37,on condition that,…という条件で,"I agreed to help on condition that I would be credited."
Section37,with a view to,…する目的で（+ 動名詞）,"She enrolled in the course with a view to improving her skills."
Section37,in response to,…に応じて・…に対する返答として,"The company issued a statement in response to the criticism."
Section37,in the wake of,…の結果として・…の後に,"In the wake of the disaster, donations poured in."
Section37,in accordance with,…に従って・…と一致して,"The procedures were carried out in accordance with the guidelines."
Section37,as a result of,…の結果として,"As a result of the merger, many positions were eliminated."
Section37,on the basis of,…に基づいて,"Decisions should be made on the basis of accurate data."
Section37,for the purpose of,…の目的で,"The data was collected for the purpose of market research."
Section37,in comparison with,…と比較して,"In comparison with last year, profits have doubled."
Section37,on behalf of,…を代表して,"The lawyer spoke on behalf of his client."
Section37,in pursuit of,…を追求して,"She moved to the city in pursuit of better opportunities."
Section37,in contrast to,…とは対照的に,"In contrast to his brother, he is very outgoing."
Section37,by means of,…によって・…を用いて,"They communicated by means of sign language."
Section37,in the absence of,…がないときに・…の不在中に,"In the absence of clear instructions, employees improvised."
Section37,in case of,…の場合に備えて,"In case of fire, break the glass and press the alarm."
Section37,prior to,…に先立って・…の前に,"Prior to the meeting, please review the agenda."
Section37,subsequent to,…の後に（= after）,"Subsequent to the announcement, the stock price rose sharply."
Section37,in conjunction with,…と連携して・合わせて,"The project was carried out in conjunction with local partners."
Section37,in the face of,…に直面して・…にもかかわらず,"She remained calm in the face of harsh criticism."
Section37,by way of,…を経由して・…として,"He gave a brief example by way of explanation."
Section37,in the midst of,…の最中に,"She received the call in the midst of a meeting."
Section37,with respect to,…に関して（= regarding）,"With respect to your proposal, we have some concerns."
Section37,in keeping with,…と一致して・調和して,"The design is in keeping with the traditional style."
Section37,aside from,…を除いて・…に加えて,"Aside from the cost, the plan is excellent."
Section37,thanks to,…のおかげで,"Thanks to her support, the project was completed on time."
Section37,due to,…のために（= because of）,"The cancellation was due to unforeseen circumstances."
Section37,in spite of,…にもかかわらず（= despite）,"In spite of the difficulties, they succeeded."
Section37,in exchange for,…と引き換えに,"He offered his expertise in exchange for free accommodation."
Section37,in honor of,…に敬意を表して,"The award was created in honor of the founder."
Section37,in search of,…を探して,"They traveled across the country in search of rare artifacts."
Section37,as well as,…と同様に・…に加えて,"She is talented in music as well as art."
Section37,with the exception of,…を除いて,"With the exception of one question, the exam was easy."
Section37,in excess of,…を超えて,"The damages were in excess of ten million yen."
Section38,after all,結局・やはり・だって…だから,"After all, the simplest solution turned out to be the best."
Section38,as long as,…する限り・…さえすれば,"You can borrow my laptop as long as you return it by Friday."
Section38,thanks to,…のおかげで,"Thanks to the volunteers, the event was a huge success."
Section38,no matter how,たとえどんなに…でも,"No matter how hard you try, perfection is unattainable."
Section38,nevertheless,それにもかかわらず（= nonetheless）,"The risks were high. Nevertheless, we decided to proceed."
Section38,in other words,言い換えれば・つまり,"He resigned. In other words, he was asked to leave."
Section38,so to speak,いわば・言ってみれば,"The internet is, so to speak, a global library."
Section38,to be sure,確かに（譲歩の表現）,"To be sure, there are risks, but the potential rewards are great."
Section38,needless to say,言うまでもなく,"Needless to say, punctuality is essential in business."
Section38,not to mention,…は言うまでもなく,"She speaks Japanese, not to mention English and French."
Section38,to say nothing of,…は言うまでもなく（= not to mention）,"He can't afford a car, to say nothing of a house."
Section38,let alone,まして…は言うまでもない（否定文で）,"He can't run a mile, let alone a marathon."
Section38,not necessarily,必ずしも…ではない,"Expensive products are not necessarily better."
Section38,all the more,なおさら・ますます,"The challenge made her all the more determined."
Section38,what is more,そのうえ・さらに（= moreover）,"The hotel was cheap. What is more, the service was excellent."
Section38,that is to say,すなわち・つまり,"The meeting is next Monday, that is to say, in three days."
Section38,as it were,いわば（= so to speak）,"He became, as it were, the unofficial leader of the group."
Section38,for all,…にもかかわらず（= despite）,"For all his wealth, he is not a happy person."
Section38,if anything,どちらかと言えば,"The situation has not improved. If anything, it has worsened."
Section38,in any case,いずれにせよ（= anyway）,"In any case, we need to submit the report by Friday."
Section38,on the other hand,他方では・一方,"The plan is ambitious. On the other hand, it could bring great rewards."
Section38,as a consequence,その結果として,"He missed the deadline. As a consequence, the deal fell through."
Section38,in the first place,まず第一に・そもそも,"We shouldn't have accepted the terms in the first place."
Section38,as a whole,全体として,"The economy as a whole is showing signs of recovery."
Section38,above all,とりわけ・何よりも,"Above all, we must ensure the safety of our customers."
Section38,to begin with,まず第一に・そもそも,"To begin with, let me outline the main objectives."
Section38,at least,少なくとも・せめて,"You should exercise at least three times a week."
Section38,at most,多くても・せいぜい,"The repair will take at most two hours."
Section38,more or less,多かれ少なかれ・ほぼ,"The project is more or less complete."
Section38,sooner or later,遅かれ早かれ,"Sooner or later, the truth will come to light."
Section38,once in a while,時々・たまに,"Once in a while, I like to visit the old bookshop downtown."
Section38,now and then,時々（= occasionally）,"I still think about my school days now and then."
Section38,all of a sudden,突然（= suddenly）,"All of a sudden, the lights went out."
Section38,time and again,何度も繰り返し,"Time and again, he has proven his reliability."
Section38,little by little,少しずつ・だんだんと,"Little by little, her confidence grew."
Section38,one after another,次々と,"Problems arose one after another during the launch."
Section38,every other,1つおきの,"The committee meets every other Tuesday."
Section38,each other,お互い,"The two teams respect each other's strengths."
Section38,one another,お互い（3者以上）,"The students helped one another prepare for the exam."
Section38,side by side,並んで・協力して,"The two companies worked side by side on the project."
Section38,by and large,全般的に見て・概して,"By and large, the feedback has been positive."
Section38,for one thing,一つには・まず第一に,"I can't go. For one thing, I have a deadline tomorrow."
Section38,on top of,…に加えて・…の上に,"On top of everything else, the server crashed."
Section38,in the meantime,その間に・それまでは,"The new system will launch in April. In the meantime, use the old one."
Section38,as far as … is concerned,…に関する限り,"As far as the budget is concerned, we have enough."
Section38,as of,…の時点で・…から,"As of today, the new policy is in effect."
Section38,from now on,今後は・これからは,"From now on, all meetings will be recorded."
Section38,up to now,これまで・今まで,"Up to now, we have received no complaints."
Section38,other than,…以外の・…を除いて,"Other than that one issue, everything went well."
Section38,rather than,…よりもむしろ,"I would rather walk than take the bus."
Section38,even if,たとえ…でも,"Even if it rains, the event will go ahead."
Section38,even though,…にもかかわらず（事実）,"Even though she was tired, she kept working."
Section38,as though,まるで…のように（= as if）,"He spoke as though he had been there himself."
Section38,otherwise,さもなければ・それ以外の点では,"Hurry up; otherwise, we will miss the train."
Section38,whereas,…であるのに対し,"Japan's population is declining, whereas India's is growing."
Section38,meanwhile,その間に・一方では,"She was cooking. Meanwhile, he set the table."
Section39,It serves you right.,自業自得だ・当然の報いだ,"You ignored the warning. It serves you right."
Section39,Give me a break.,勘弁してくれ・冗談でしょう,"Another meeting? Give me a break!"
Section39,be fed up with,…にうんざりしている,"I'm fed up with these constant delays."
Section39,It's on the tip of my tongue.,喉まで出かかっている,"The word is on the tip of my tongue, but I can't recall it."
Section39,That rings a bell.,聞き覚えがある,"That name rings a bell. Have we met before?"
Section39,You can say that again.,まったくその通り,"The weather is terrible. — You can say that again!"
Section39,Cut it out.,やめろ・いい加減にしろ,"Stop making that noise. Cut it out!"
Section39,I can't help it.,仕方がない・どうしようもない,"I know I worry too much, but I can't help it."
Section39,It's not my cup of tea.,自分の好みではない,"Horror movies are not my cup of tea."
Section39,I'm broke.,お金がない・文無しだ,"I can't join you for dinner. I'm broke."
Section39,What's the catch?,裏は何?・何か条件があるの?,"The offer sounds too good. What's the catch?"
Section39,Hang in there.,頑張って・持ちこたえて,"I know it's tough, but hang in there."
Section39,make a fuss,大騒ぎする,"Don't make a fuss about such a small mistake."
Section39,get on one's nerves,…の神経に障る・いらいらさせる,"That constant beeping really gets on my nerves."
Section39,sleep on it,一晩考える,"It's a big decision. Why don't you sleep on it?"
Section39,pull someone's leg,からかう・冗談を言う,"Are you serious, or are you pulling my leg?"
Section39,be dying to,…したくてたまらない,"I'm dying to see the new exhibition."
Section39,get cold feet,怖じ気づく・おじけづく,"He got cold feet right before the presentation."
Section39,lose one's temper,かんしゃくを起こす・キレる,"She rarely loses her temper, even under pressure."
Section39,keep one's word,約束を守る,"He always keeps his word, no matter what."
Section39,behind one's back,陰で・内緒で,"Don't talk about people behind their backs."
Section39,from scratch,ゼロから・最初から,"We had to rebuild the entire system from scratch."
Section39,pick on,いじめる・からかう,"Stop picking on your younger brother."
Section39,hit it off,意気投合する,"They hit it off immediately at the conference."
Section39,take it out on,…に八つ当たりする,"Don't take it out on me just because you're stressed."
Section39,be under the weather,体調が悪い,"I'm feeling a bit under the weather today."
Section39,be on the go,忙しく動き回っている,"She has been on the go since early morning."
Section39,call it quits,やめる・手を引く,"After ten years in the business, he decided to call it quits."
Section39,beat around the bush,遠回しに言う,"Stop beating around the bush and tell me the truth."
Section39,see eye to eye,意見が一致する,"We don't always see eye to eye on political issues."
Section39,out of the blue,突然に・思いがけず,"He called me out of the blue after five years."
Section39,once and for all,きっぱりと・これを最後に,"Let's settle this issue once and for all."
Section39,on the go,活動中で・忙しく,"I've been on the go all day without a break."
Section39,in the dark,知らされていない・秘密で,"The employees were kept in the dark about the merger."
Section39,have second thoughts,考え直す・迷い始める,"She's having second thoughts about accepting the job."
Section39,be in hot water,まずい立場にある・困っている,"He's in hot water for missing the deadline."
Section39,get the hang of,…のこつをつかむ,"It took me a while to get the hang of the new software."
Section39,keep an eye on,…を見張る・注意して見る,"Could you keep an eye on my bag for a moment?"
Section39,get over,乗り越える・回復する,"It took her months to get over the disappointment."
Section39,catch on,理解する・流行する,"The new trend caught on quickly among young people."
Section39,chip in,お金を出し合う・協力する,"We all chipped in to buy a farewell gift."
Section39,run into,…に偶然会う・…に衝突する,"I ran into my former professor at the bookstore."
Section39,show off,見せびらかす・自慢する,"He loves to show off his cooking skills at parties."
Section39,get away with,…をうまく逃れる・罰を免れる,"You can't get away with cutting corners forever."
Section39,look down on,…を見下す（⇔ look up to）,"You shouldn't look down on people with less experience."
Section39,put oneself in someone's shoes,相手の立場になって考える,"Try to put yourself in her shoes before you judge."
Section39,the last straw,堪忍袋の緒を切るもの,"Being late again was the last straw for his boss."
Section39,a pain in the neck,面倒な人・やっかいなこと,"Filing paperwork every week is a real pain in the neck."
Section39,under the table,内密に・こっそりと,"The payment was made under the table."
Section39,back and forth,行ったり来たり,"We went back and forth on the issue for hours."
Section39,have butterflies in one's stomach,緊張でそわそわする,"I always have butterflies in my stomach before a speech."
Section39,down to earth,現実的な・地に足のついた,"Despite her success, she remains very down to earth."
Section39,kill time,時間をつぶす,"I read a magazine to kill time at the airport."
Section39,get carried away,夢中になりすぎる・調子に乗る,"I got carried away and spent more than I planned."
Section39,the bottom line,最終結果・肝心な点,"The bottom line is that we need to reduce costs."
Section39,around the clock,24時間・昼夜を問わず,"The team worked around the clock to meet the deadline."
Section40,Not a chance.,絶対にない・ありえない,"Will they lower the price? — Not a chance."
Section40,I mean it.,本気だよ・本当だよ,"I'm going to quit this job. I mean it."
Section40,Mind your own business.,余計なお世話だ,"Who I date is my choice. Mind your own business."
Section40,feel like,…したい気分だ・…な感じがする,"I feel like having Italian food tonight."
Section40,How come?,どうして?（= Why?）,"How come you didn't tell me about the party?"
Section40,No wonder,…なのも当然だ・どうりで,"No wonder she's tired. She's been working nonstop."
Section40,What if …?,もし…だったらどうする?,"What if the client refuses our offer?"
Section40,I'm all for it.,大賛成だ,"A team dinner on Friday? I'm all for it."
Section40,Leave me alone.,一人にして・放っておいて,"I need some space right now. Leave me alone."
Section40,Come to think of it.,そういえば・考えてみると,"Come to think of it, I did see him yesterday."
Section40,Drop me a line.,一筆ください・連絡ちょうだい,"When you arrive in London, drop me a line."
Section40,for sure,確かに・間違いなく,"One thing is for sure: we cannot ignore this issue."
Section40,That figures.,やっぱりね・道理で,"The meeting got canceled? That figures."
Section40,So what?,だから何?・それがどうした?,"I made a small mistake. — So what? Everyone does."
Section40,It's no use,…しても無駄だ,"It's no use complaining about things you can't change."
Section40,You bet.,もちろん・その通り,"Are you coming to the party? — You bet!"
Section40,That's the way it goes.,そういうもんだ・仕方がない,"We lost the contract. That's the way it goes."
Section40,I'm positive.,確信している,"I'm positive that I locked the door before leaving."
Section40,get the picture,状況を理解する・わかる,"After hearing the explanation, I got the picture."
Section40,by the way,ところで,"By the way, have you heard about the new project?"
Section40,go ahead,どうぞ・先に進む,"Go ahead and start the presentation without me."
Section40,kind of,ちょっと・なんとなく（= sort of）,"I'm kind of nervous about the interview tomorrow."
Section40,sort of,なんとなく・ある意味で,"I sort of expected that would happen."
Section40,take one's time,ゆっくりやる・急がない,"There's no rush. Take your time."
Section40,make it,間に合う・成功する・都合がつく,"I'm not sure I can make it to the meeting."
Section40,be supposed to,…することになっている・…のはず,"You are supposed to submit the form by Friday."
Section40,have nothing to do with,…と関係がない,"This issue has nothing to do with the budget."
Section40,be about to,まさに…しようとしている,"I was about to leave when the phone rang."
Section40,can afford to,…する余裕がある,"We can't afford to lose any more customers."
Section40,be likely to,…しそうだ・…する可能性が高い,"The price is likely to increase next quarter."
Section40,be willing to,…する意思がある・喜んで…する,"She is willing to relocate for the right opportunity."
Section40,be bound to,きっと…する・…する義務がある,"He is bound to succeed with that level of dedication."
Section40,be inclined to,…する傾向がある・…したいと思う,"I'm inclined to agree with your assessment."
Section40,be apt to,…しがちな（= tend to）,"Children are apt to forget things easily."
Section40,may well,…するのも当然だ・…かもしれない,"You may well be right about the cause."
Section40,might as well,…した方がいい（消極的推奨）,"We might as well leave now since the show is canceled."
Section40,would rather,むしろ…したい,"I would rather stay home than go out in this rain."
Section40,had better,…した方がよい（警告的）,"You had better check the contract before signing."
Section40,be used to,…に慣れている,"She is used to working under pressure."
Section40,used to,以前は…したものだ,"I used to walk to school when I was a child."
Section40,get used to,…に慣れる,"It took me a while to get used to the new schedule."
Section40,can't help doing,…せずにはいられない,"I can't help laughing every time I see that photo."
Section40,end up doing,結局…することになる,"We ended up staying at the office until midnight."
Section40,be worth doing,…する価値がある,"This book is worth reading more than once."
Section40,be on the verge of,まさに…しようとしている,"The company was on the verge of bankruptcy."
Section40,have trouble doing,…するのに苦労する,"I have trouble concentrating in noisy environments."
Section40,look forward to doing,…するのを楽しみにしている,"I look forward to working with you."
Section40,be accustomed to,…に慣れている（= be used to）,"He is accustomed to waking up early."
Section40,be reluctant to,…するのを嫌がる・渋る,"She was reluctant to share her personal opinion."
Section40,be eager to,…したがっている・熱望する,"The new employees are eager to learn."
Section40,not to mention,…は言うまでもなく,"He can cook, not to mention bake amazing cakes."
Section40,can't stand,…に耐えられない（= can't bear）,"I can't stand waiting in long lines."
Section41,Take your time.,ゆっくりどうぞ・急がなくていい,"There's no deadline yet. Take your time."
Section41,make it,間に合う・出席できる・成功する,"I'm sorry, I won't be able to make it tonight."
Section41,be supposed to,…することになっている,"You're supposed to wear a helmet on the construction site."
Section41,You've got a point.,一理ある・もっともだ,"You've got a point. Let me reconsider my approach."
Section41,It's about time.,もうそろそろ…する頃だ,"It's about time they upgraded the old system."
Section41,I can't stand it.,我慢できない,"The heat is unbearable. I can't stand it."
Section41,I'll make it up to you.,お返しするよ・埋め合わせする,"I'm sorry I forgot your birthday. I'll make it up to you."
Section41,Keep it up.,その調子で頑張って,"Your performance has been excellent. Keep it up!"
Section41,What's the big deal?,何が大したことなの?・何が問題?,"I was five minutes late. What's the big deal?"
Section41,Never mind.,気にしないで・もういいよ,"I was going to say something, but never mind."
Section41,It slipped my mind.,うっかり忘れてしまった,"I was going to call you, but it slipped my mind."
Section41,I'm flattered.,光栄です・お世辞でも嬉しい,"You think my presentation was the best? I'm flattered."
Section41,be in someone's shoes,…の立場にいる,"If I were in your shoes, I would accept the offer."
Section41,get the better of,…を負かす・…に打ち勝つ,"His curiosity got the better of him."
Section41,have a word with,…とちょっと話をする,"Can I have a word with you after the meeting?"
Section41,help oneself to,自由に取って食べる・勝手に取る,"Please help yourself to anything in the fridge."
Section41,make a fool of,…を笑い者にする,"He made a fool of himself at the party."
Section41,take it easy,気楽にいく・無理しない,"You've been working too hard. Take it easy this weekend."
Section41,bear in mind,…を心に留めておく（= keep in mind）,"Bear in mind that the budget is limited."
Section41,at the last minute,土壇場で・ぎりぎりに,"She changed her plans at the last minute."
Section41,behind schedule,予定より遅れて,"The project is two weeks behind schedule."
Section41,ahead of schedule,予定より早く,"We completed the first phase ahead of schedule."
Section41,day after day,来る日も来る日も,"Day after day, he practiced the piano without missing a session."
Section41,up to date,最新の（⇔ out of date）,"Make sure the database is up to date."
Section41,out of date,時代遅れの（⇔ up to date）,"This guidebook is completely out of date."
Section41,as usual,いつものように,"As usual, she arrived at the office first."
Section41,right away,すぐに（= immediately）,"I'll send you the file right away."
Section41,sooner or later,遅かれ早かれ,"Sooner or later, you'll have to face the problem."
Section41,over and over,何度も繰り返し,"He practiced the speech over and over until it was perfect."
Section41,one by one,一つずつ・一人ずつ,"The students presented their projects one by one."
Section41,step by step,一歩ずつ・段階的に,"We will guide you through the process step by step."
Section41,hand in hand,手を取り合って・密接に関連して,"Innovation and risk go hand in hand."
Section41,pros and cons,賛否両論・長所と短所,"We need to weigh the pros and cons before deciding."
Section41,ups and downs,浮き沈み・良いことと悪いこと,"Every business has its ups and downs."
Section41,give and take,譲り合い・妥協,"A good partnership requires give and take."
Section41,more often than not,たいてい・大抵の場合,"More often than not, the simplest approach works best."
Section41,on and off,断続的に・時々,"It has been raining on and off all day."
Section41,back to square one,振り出しに戻って,"The plan failed, so we're back to square one."
Section41,first come first served,先着順で,"Seats are allocated on a first come, first served basis."
Section41,now that,今はもう…なので,"Now that you mention it, I do recall that conversation."
Section41,to make matters worse,さらに悪いことに,"We missed the bus. To make matters worse, it started raining."
Section41,as far as I'm concerned,私に関する限り,"As far as I'm concerned, the matter is closed."
Section41,be at a crossroads,岐路に立っている,"The company is at a crossroads regarding its future direction."
Section41,get to the bottom of,…の真相を究明する,"We need to get to the bottom of this issue."
Section41,have a lot on one's plate,やるべきことがたくさんある,"I can't take on more tasks. I already have a lot on my plate."
Section41,think outside the box,既成概念にとらわれずに考える,"We need to think outside the box to solve this problem."
Section41,in a nutshell,一言で言えば・要するに,"In a nutshell, the project was a success."
Section41,the other way around,逆に・あべこべに,"It's not A that causes B. It's the other way around."
Section41,for what it's worth,参考までに・どれほど価値があるか分からないが,"For what it's worth, I think you made the right choice."
Section41,at the end of the day,結局のところ,"At the end of the day, customer satisfaction matters most."
Section41,on the same page,同じ認識で・意見が一致して,"Let's make sure we're all on the same page before proceeding."
Section41,when it comes to,…に関しては・…のこととなると,"When it comes to marketing, she is the expert."
Section41,with flying colors,見事に・大成功で,"She passed the certification exam with flying colors."
Section42,I wonder if …,…かしら・…だろうか,"I wonder if we should postpone the launch."
Section42,It's up to you.,あなた次第です,"Whether to accept the offer is entirely up to you."
Section42,What's the matter?,どうしたの?・何が問題?,"You look pale. What's the matter?"
Section42,So far so good.,今のところ順調,"The testing is going well. So far so good."
Section42,That depends.,場合による・それ次第だ,"Will you accept the job? — That depends."
Section42,I bet …,きっと…だ・…に違いない,"I bet the new product will be a hit."
Section42,Guess what?,ねえ聞いて・何だと思う?,"Guess what? I got promoted!"
Section42,No offense.,悪気はないのですが,"No offense, but your proposal needs more detail."
Section42,Believe it or not.,信じられないかもしれないが,"Believe it or not, he finished the marathon in under three hours."
Section42,How dare you!,よくもそんなことを!,"How dare you speak to your teacher that way!"
Section42,Shame on you.,恥を知れ,"You cheated on the test? Shame on you."
Section42,Not that I know of.,私の知る限りではない,"Has anyone complained? — Not that I know of."
Section42,That's news to me.,それは初耳だ,"She's leaving the company? That's news to me."
Section42,I couldn't agree more.,まったく同感です,"The process needs simplifying. I couldn't agree more."
Section42,Take my word for it.,私を信じて,"Take my word for it — this restaurant is excellent."
Section42,I can tell.,わかるよ・見ればわかる,"You've been working out, haven't you? I can tell."
Section42,You never know.,何が起こるかわからない,"Apply for the position. You never know."
Section42,I'm not sure.,はっきりわからない,"I'm not sure whether the meeting is at two or three."
Section42,to be honest,正直に言うと,"To be honest, I didn't enjoy the presentation at all."
Section42,on one hand … on the other hand,一方では…他方では,"On one hand it saves money, but on the other hand it takes more time."
Section42,as far as I can tell,私の見る限りでは,"As far as I can tell, there are no issues with the data."
Section42,between you and me,ここだけの話,"Between you and me, the merger is almost finalized."
Section42,if I were you,もし私があなたなら,"If I were you, I would take the overseas assignment."
Section42,in my opinion,私の意見では,"In my opinion, the current strategy is too conservative."
Section42,speaking of which,それについて言えば,"We need new equipment. Speaking of which, the budget was just approved."
Section42,for what it's worth,参考までに言うと,"For what it's worth, the last vendor had similar problems."
Section42,long story short,手短に言えば,"Long story short, we got the contract."
Section42,off the top of my head,すぐに思いつく範囲では,"Off the top of my head, I'd say there are about twenty candidates."
Section42,under the circumstances,このような状況では,"Under the circumstances, canceling was the right decision."
Section42,Correct me if I'm wrong.,間違っていたら訂正して,"Correct me if I'm wrong, but the deadline was moved to April."
Section42,at first sight,一目見て・一見したところ,"At first sight, the proposal seemed promising."
Section42,on closer inspection,よく調べてみると,"On closer inspection, several errors were found."
Section42,without a doubt,疑いなく・間違いなく,"She is without a doubt the most qualified candidate."
Section42,as a matter of course,当然のこととして,"Safety checks are performed as a matter of course."
Section42,from one's point of view,…の観点から,"From the customer's point of view, the change is welcome."
Section42,in the meantime,その間に,"The repairs will take a week. In the meantime, use this laptop."
Section42,at this point,現時点で・この段階で,"At this point, we don't have enough information to decide."
Section42,for the record,記録のために言っておくと,"For the record, I was against the proposal from the start."
Section42,as a last resort,最後の手段として,"We'll contact the legal team as a last resort."
Section42,in retrospect,振り返ってみると,"In retrospect, we should have started the project earlier."
Section42,needless to say,言うまでもなく,"Needless to say, confidentiality is paramount."
Section42,with all due respect,失礼ながら・僭越ながら,"With all due respect, I disagree with your assessment."
Section42,just in case,念のため・万が一に備えて,"Bring an umbrella just in case it rains."
Section42,second to none,誰にも負けない・一番の,"Her expertise in data analysis is second to none."
Section42,as luck would have it,運のいいことに・あいにく,"As luck would have it, the flight was delayed by three hours."
Section42,to my surprise,驚いたことに,"To my surprise, he had already completed the entire report."
Section42,by any chance,もしかして・ひょっとして,"Are you by any chance related to Professor Tanaka?"
Section42,on top of that,その上さらに,"The rent is high. On top of that, utilities are extra."
Section42,at any rate,いずれにしても,"At any rate, we must respond to the client by Friday."
Section43,Absolutely.,もちろん・絶対にそうだ,"Do you support the plan? — Absolutely."
Section43,It depends on …,…次第だ・…による,"Whether we go ahead depends on the board's approval."
Section43,Not necessarily.,必ずしもそうとは限らない,"Is a university degree required? — Not necessarily."
Section43,Chances are …,おそらく…だろう,"Chances are the project will be approved next week."
Section43,That's not the point.,そういう問題じゃない,"I know it's cheap. That's not the point."
Section43,I have no idea.,全くわからない,"I have no idea why the system crashed."
Section43,To tell you the truth.,実を言うと,"To tell you the truth, I've never liked that approach."
Section43,As far as I know.,私の知る限りでは,"As far as I know, the schedule hasn't changed."
Section43,I couldn't care less.,全く気にしない・どうでもいい,"He doesn't like my style? I couldn't care less."
Section43,That's a shame.,それは残念だ,"You can't come to the party? That's a shame."
Section43,Speaking of which …,それに関連して・そういえば,"I need a new laptop. Speaking of which, did you see the latest models?"
Section43,For what it's worth …,参考までに,"For what it's worth, the last project took six months."
Section43,By the way …,ところで,"By the way, did you receive my email?"
Section43,No kidding.,冗談でしょう・本当に?,"She got the top score? No kidding!"
Section43,It's a deal.,決まりだ・よし取引成立,"You'll handle the design and I'll write the copy? It's a deal."
Section43,Let me put it this way.,こう言いましょう,"Let me put it this way: we need more time."
Section43,It makes no difference.,どちらでも同じだ,"Monday or Tuesday — it makes no difference to me."
Section43,Don't get me wrong.,誤解しないで,"Don't get me wrong. I appreciate your effort."
Section43,That's beside the point.,それは論点がずれている,"Cost is important, but that's beside the point."
Section43,You've got to be kidding.,冗談でしょう・まさか,"The deadline is tomorrow? You've got to be kidding."
Section43,It's out of the question.,問題外だ・絶対にだめだ,"Moving the launch date earlier? It's out of the question."
Section43,There's no point in …,…しても意味がない,"There's no point in arguing about something we can't change."
Section43,What's done is done.,済んだことは仕方がない,"We made a mistake, but what's done is done."
Section43,It's worth a try.,やってみる価値はある,"The plan might work. It's worth a try."
Section43,That's easier said than done.,口で言うほど簡単じゃない,"Reduce costs by half? That's easier said than done."
Section43,The point is …,要点は…だ・肝心なのは,"The point is that we need to act now."
Section43,I take your point.,おっしゃることはわかります,"I take your point, but there are other factors to consider."
Section43,Let's face it.,現実を見よう,"Let's face it — the old strategy isn't working anymore."
Section43,Fair enough.,なるほど・それはもっともだ,"I see your reasoning. Fair enough."
Section43,There's no denying …,…は否定できない,"There's no denying that AI is transforming every industry."
Section43,It goes both ways.,それはお互い様だ,"Respect goes both ways in any relationship."
Section43,That's the whole point.,それがまさに要点だ,"You say it's risky? That's the whole point of innovation."
Section43,to say the least,控えめに言っても,"The results were disappointing, to say the least."
Section43,for the sake of argument,議論のために仮に,"For the sake of argument, let's assume the budget is unlimited."
Section43,come what may,何が起ころうとも,"Come what may, I will finish this project."
Section43,bottom line,最終結果・要するに,"The bottom line is we need to increase revenue."
Section43,be that as it may,そうだとしても,"Be that as it may, we still need a backup plan."
Section43,all things considered,あらゆることを考慮すると,"All things considered, the project was a success."
Section43,by the same token,同じ理由で・同様に,"She's experienced, and by the same token, she expects fair pay."
Section43,in all fairness,公平に見て,"In all fairness, both sides made valid arguments."
Section43,truth be told,本当のことを言えば,"Truth be told, I was nervous the entire time."
Section43,rest assured,安心してください,"Rest assured, your data is completely secure."
Section43,at the risk of,…の危険を冒して,"At the risk of sounding blunt, the plan won't work."
Section43,all joking aside,冗談はさておき,"All joking aside, this is a serious matter."
Section43,having said that,そうは言ったものの,"The forecast is optimistic. Having said that, risks remain."
Section43,strictly speaking,厳密に言えば,"Strictly speaking, the term is not being used correctly."
Section43,broadly speaking,大まかに言えば,"Broadly speaking, the project can be divided into three phases."
Section43,rumor has it,うわさでは,"Rumor has it that the CEO is planning to retire."
Section43,the thing is,実は・問題は,"I'd love to help, but the thing is, I'm fully booked this week."
Section43,for all I know,私の知る限りでは・ひょっとしたら,"For all I know, they may have already made a decision."
